ALAMANCE    	 11/05/2002	       	 absentee/provisional                         	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	  1494	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   218	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   475	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 US HOUSE (8TH DISTRICT)       	 Chris Kouri                   	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 US HOUSE (8TH DISTRICT)       	 Mark Andrew Johnson           	 LIB	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 US HOUSE (8TH DISTRICT)       	 Robert C. (Robin) Hayes       	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 US HOUSE (9TH DISTRICT)       	 Christopher S. Cole           	 LIB	    10	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 US HOUSE (9TH DISTRICT)       	 Ed McGuire                    	 DEM	   203	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 US HOUSE (9TH DISTRICT)       	 Sue Myrick                    	 REP	   557	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 US SENATE                     	 Elizabeth H. Dole             	 REP	   512	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 US SENATE                     	 Erskine B. Bowles             	 DEM	   264	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 US SENATE                     	 Sean Haugh                    	 LIB	    13	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   169	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   349	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   330	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   184	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   348	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   165	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   340	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   176	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   168	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   345	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 D CT JUDGE(20) (BRIDGES)      	 Kevin M. Bridges              	    	   339	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 D CT JUDGE(20) (TAYLOR)       	 Scott T. Brewer               	    	   163	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 D CT JUDGE(20) (TAYLOR)       	 W. David McSheehan            	    	   249	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 DISTRICT ATTORNEY (20)        	 Kenneth W. Honeycutt          	 DEM	   322	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 NC HOUSE (69)                 	 Alan Light                    	 LIB	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 NC HOUSE (69)                 	 Frank D. Hill                 	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 NC HOUSE (69)                 	 Pryor Gibson                  	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 NC HOUSE (70)                 	 Bobby Harold Barbee, Sr.      	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 NC HOUSE (70)                 	 Max Melton                    	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 NC HOUSE (73)                 	 Curtis Blackwood              	 REP	   403	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 NC SENATE  (35)               	 Fern Shubert                  	 REP	   351	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 NC SENATE  (35)               	 Frank McGuirt                 	 DEM	   208	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 SUPERIOR COURT JUDGE (20B)    	 Chris Bragg                   	    	   188	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 SUPERIOR COURT JUDGE (20B)    	 Susan C. Taylor               	    	   258	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   356	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   159	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   157	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   357	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 US HOUSE (8TH DISTRICT)       	 Chris Kouri                   	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 US HOUSE (8TH DISTRICT)       	 Mark Andrew Johnson           	 LIB	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 US HOUSE (8TH DISTRICT)       	 Robert C. (Robin) Hayes       	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 US HOUSE (9TH DISTRICT)       	 Christopher S. Cole           	 LIB	    10	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 US HOUSE (9TH DISTRICT)       	 Ed McGuire                    	 DEM	   135	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 US HOUSE (9TH DISTRICT)       	 Sue Myrick                    	 REP	   415	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 US SENATE                     	 Elizabeth H. Dole             	 REP	   385	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 US SENATE                     	 Erskine B. Bowles             	 DEM	   178	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 016   	 HEMBY BRIDGE VFD                             	 US SENATE                     	 Sean Haugh                    	 LIB	    12	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   240	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   810	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   771	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   251	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   780	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   244	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   755	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   268	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   245	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   775	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 D CT JUDGE(20) (BRIDGES)      	 Kevin M. Bridges              	    	   720	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 D CT JUDGE(20) (TAYLOR)       	 Scott T. Brewer               	    	   397	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 D CT JUDGE(20) (TAYLOR)       	 W. David McSheehan            	    	   407	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 DISTRICT ATTORNEY (20)        	 Kenneth W. Honeycutt          	 DEM	   551	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 NC HOUSE (69)                 	 Alan Light                    	 LIB	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 NC HOUSE (69)                 	 Frank D. Hill                 	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 NC HOUSE (69)                 	 Pryor Gibson                  	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 NC HOUSE (70)                 	 Bobby Harold Barbee, Sr.      	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 NC HOUSE (70)                 	 Max Melton                    	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 NC HOUSE (73)                 	 Curtis Blackwood              	 REP	   906	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 NC SENATE  (35)               	 Fern Shubert                  	 REP	   811	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 NC SENATE  (35)               	 Frank McGuirt                 	 DEM	   312	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 SUPERIOR COURT JUDGE (20B)    	 Chris Bragg                   	    	   520	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 SUPERIOR COURT JUDGE (20B)    	 Susan C. Taylor               	    	   463	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   797	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   230	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   233	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   802	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 US HOUSE (8TH DISTRICT)       	 Chris Kouri                   	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 US HOUSE (8TH DISTRICT)       	 Mark Andrew Johnson           	 LIB	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 US HOUSE (8TH DISTRICT)       	 Robert C. (Robin) Hayes       	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 US HOUSE (9TH DISTRICT)       	 Christopher S. Cole           	 LIB	    20	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 US HOUSE (9TH DISTRICT)       	 Ed McGuire                    	 DEM	   181	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 US HOUSE (9TH DISTRICT)       	 Sue Myrick                    	 REP	   935	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 US SENATE                     	 Elizabeth H. Dole             	 REP	   851	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 US SENATE                     	 Erskine B. Bowles             	 DEM	   281	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 017   	 WESLEY CHAPEL ELEM SCH GYM                   	 US SENATE                     	 Sean Haugh                    	 LIB	    20	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 018   	 PROVIDENCE VFD                               	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   151	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 018   	 PROVIDENCE VFD                               	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   649	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 018   	 PROVIDENCE VFD                               	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   637	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 018   	 PROVIDENCE VFD                               	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   142	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 018   	 PROVIDENCE VFD                               	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   635	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 018   	 PROVIDENCE VFD                               	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   152	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 018   	 PROVIDENCE VFD                               	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   615	 2002-11-20 13:31:36.310
